tag,score_col,strategy,top_quantile,bet_sizing,initial_bankroll,final_bankroll,total_pnl,n_rows_simulated,n_bets,avg_pnl_per_bet,hit_rate,max_drawdown,sharpe_pnl
histgb_top5pct,pred_histgb,TOP_QUANTILE,0.05,FLAT,1000.0,35897.0,34897.0,500000,25006,1.395545069183396,0.9933883601448665,-0.0017293558149589277,5.443672061083894
